User_ID,Age_in_Months,Gender,Location,Grade,Logins_per_Month,Days_Completed_Activity,Exercises_Started,Total_Time_Spent_in_Minutes,Course_Name,Course_Category,Completion_Rate,Average_Score,Course_Rating,Recommendation_Likelihood,Exercises_Completed,Points_Earned,Subscription_Tier,Subscription_Cost,Subscription_Length_in_Months,Renewal_Status,Tutoring,Referrals,Academic_Grade
654b113d-4ce4-41a9-a8f4-7f1419419230,156,Other,"Smithchester, VA",8th Grade,6,5,9.784358703688246,107.88938084669215,Chemistry,Science,75.33005237818762,86.5444120528545,4,3,7,1910.2929362145346,Free,0.0,4,Yes,Yes,0,D
2a044973-1d29-4b2f-83f6-c488290140bb,202,Female,"Beckside, FL",10th Grade,6,6,9.0,198.86517112949434,Web Development,Programming,74.00067531388001,75.9379489468755,4,4,9,1698.7672549728202,Free,0.0,1,Yes,No,0,F
d84bb18b-bd77-4be9-98bb-a0993b95af75,173,Other,"New Deborahborough, SD",9th Grade,7,4,12.159344810664372,232.6397842953504,Geometry,Math,73.33535999833072,72.86138116707407,4,4,10,1860.2957694238146,Premium,9.99,13,Yes,No,0,D
411cebf6-18cc-4846-89c7-f3f7bcaede01,199,Female,"West Stephanie, KY",12th Grade,17,17,28.0,506.6446909009222,Pre-Calculus,Math,66.87212192995912,70.91251011242194,4,3,28,4465.824908399531,Basic,5.99,11,Yes,No,1,F
e4ada708-10b6-4fcd-ac08-a83152658751,148,Female,"West Roberthaven, LA",7th Grade,10,8,15.45893858353528,305.27570609260715,Java Programming,Programming,72.2362805268811,79.71446748534927,4,4,17,2499.211664130875,Premium,9.99,12,Yes,No,0,F
c5f8e15b-ab48-4e29-ba91-c436a1e3fdd1,141,Male,"Alexanderberg, OK",6th Grade,8,6,14.46081394221232,256.62616583715635,Data Structures,Programming,73.63060952858135,79.07527142956583,4,3,10,1891.616726928685,Free,0.0,10,Yes,No,0,D
84ecb884-2c14-42a7-b3b1-1830315f492f,201,Male,"North Teresatown, MD",10th Grade,10,8,13.278008246032392,333.12144046056574,Environmental Science,Science,70.4983944419194,71.81823461143343,4,3,13,2842.759300713291,Free,0.0,1,Yes,No,0,F
aac470fe-5556-4e89-8783-4079c0b3c8ba,161,Female,"Kingbury, LA",7th Grade,7,6,12.091814070107826,331.12548873677963,Algebra 1,Math,73.03768580607007,77.5274235870173,4,4,10,2529.271430646797,Premium,9.99,13,Yes,No,1,F
486ae433-1533-4e0f-9c88-bfb1f844b1d1,184,Male,"Meganfurt, ND",9th Grade,8,9,18.02462597292875,347.16970143343997,Pre-Calculus,Math,70.73646219374196,81.4056791948395,4,3,13,2319.74188063287,Basic,5.99,9,Yes,No,2,D
8fd15651-6dfe-4d8f-ba17-90d6b372f95e,162,Male,"Ericborough, NM",9th Grade,5,4,8.291451894760131,237.88116379990015,Chemistry,Science,76.08763914252197,70.14007820912163,4,3,7,2076.829514928798,Free,0.0,1,Yes,No,0,F
c10dc7ee-9545-4418-b5aa-482be4c02d0b,186,Male,"Davenportfort, CT",10th Grade,5,3,10.0,162.22114120959742,Geometry,Math,71.52438316557577,71.4021657938279,4,4,7,1530.5468140980786,Basic,5.99,3,Yes,No,1,F
98e4638c-ebcf-4674-8eba-59ff10c4d953,181,Female,"Port Kelly, FM",9th Grade,7,6,12.260735620457625,261.913853760737,Biology,Science,76.23238676691292,71.2558693934521,4,3,8,1966.8143471248943,Free,0.0,1,Yes,No,0,F
122c520e-836f-4b5b-8136-4a73e0f3f82a,154,Female,"New Benjaminbury, MN",8th Grade,4,4,13.090837976529023,169.76820138539168,Calculus,Math,83.24220240141055,79.67922624244076,5,4,6,1769.8867562773607,Free,0.0,10,Yes,Yes,2,D
632ebb9a-a061-42f0-98d2-9dfc5065744e,151,Other,"Stuartview, IN",8th Grade,12,11,21.653996705005078,501.47995371859224,Web Development,Programming,71.45674083217038,72.79160397300953,4,3,18,2738.1664958166484,Basic,5.99,4,Yes,No,0,F
553cbd30-963a-497a-8cdc-16a658075de5,154,Female,"Jamesview, SC",6th Grade,16,17,26.155331136292308,333.11309253885787,Physics,Science,69.17366097885424,75.22450478854924,4,4,18,3029.2459780567315,Free,0.0,3,Yes,No,0,D
a400c54a-753a-4a5a-b1d6-bf0db79404f6,188,Female,"Lake Kennethstad, IL",11th Grade,9,9,21.11351942736638,478.1081232000225,Environmental Science,Science,60.70117860333509,72.63600468698901,4,3,15,3113.0374293734426,Premium,9.99,17,Yes,No,0,D
c6994dcb-b105-4b5d-87ee-41ea5b028c0b,139,Female,"Sheilaton, AR",7th Grade,7,8,13.777816843477744,280.3902250468685,Java Programming,Programming,77.91599055240542,73.84357453035577,4,4,12,2497.144047046435,Basic,5.99,15,Yes,No,2,F
